Cards: 235A4, Bid: 642, Strength: 1
Cards: QTQKK, Bid: 700, Strength: 3
Cards: QQ55J, Bid: 927, Strength: 3
Cards: QKKQ5, Bid: 450, Strength: 3
Cards: K3K83, Bid: 126, Strength: 3
Cards: K3KJ3, Bid: 453, Strength: 3
Cards: K4K77, Bid: 91, Strength: 3
Cards: K55K6, Bid: 42, Strength: 3
Cards: K7K7J, Bid: 512, Strength: 3
Cards: K8484, Bid: 267, Strength: 3
Cards: KTT44, Bid: 324, Strength: 3
Cards: KTK55, Bid: 256, Strength: 3
Cards: KQQ88, Bid: 190, Strength: 3
Cards: KK664, Bid: 781, Strength: 3
Cards: KK779, Bid: 175, Strength: 3
Cards: KA2KA, Bid: 934, Strength: 3
Cards: KAQAK, Bid: 667, Strength: 3
Cards: A33A7, Bid: 43, Strength: 3
Cards: A44AJ, Bid: 900, Strength: 3
Cards: A7A73, Bid: 862, Strength: 3
Cards: A8899, Bid: 519, Strength: 3
Cards: A88QQ, Bid: 423, Strength: 3
Cards: A97A7, Bid: 499, Strength: 3
Cards: AJ88A, Bid: 828, Strength: 3
Cards: AJA33, Bid: 822, Strength: 3
Cards: AK4A4, Bid: 739, Strength: 3
Cards: AKKA4, Bid: 46, Strength: 3
Cards: AA466, Bid: 312, Strength: 3
Cards: AA4QQ, Bid: 125, Strength: 3
Cards: 2226J, Bid: 485, Strength: 4
Cards: 222J4, Bid: 380, Strength: 4
Cards: 222J8, Bid: 701, Strength: 4
Cards: 222QT, Bid: 811, Strength: 4
Cards: 222QJ, Bid: 103, Strength: 4
Cards: 222A6, Bid: 325, Strength: 4
Cards: 223T2, Bid: 825, Strength: 4
Cards: 226Q2, Bid: 564, Strength: 4
Cards: 22J52, Bid: 515, Strength: 4
Cards: 25Q55, Bid: 915, Strength: 4
Cards: 2888T, Bid: 314, Strength: 4
Cards: 2922A, Bid: 283, Strength: 4
Cards: 29939, Bid: 532, Strength: 4
Cards: 2J322, Bid: 657, Strength: 4
Cards: 2J666, Bid: 79, Strength: 4
Cards: 2JJJK, Bid: 966, Strength: 4
Cards: 2K777, Bid: 89, Strength: 4
Cards: 2A2Q2, Bid: 345, Strength: 4
Cards: 32337, Bid: 707, Strength: 4
Cards: 32363, Bid: 62, Strength: 4
Cards: 3323J, Bid: 52, Strength: 4
Cards: 33392, Bid: 99, Strength: 4
Cards: 33K3A, Bid: 23, Strength: 4
Cards: 3433J, Bid: 446, Strength: 4
Cards: 36343, Bid: 70, Strength: 4
Cards: 3666J, Bid: 477, Strength: 4
Cards: 36676, Bid: 626, Strength: 4
Cards: 37444, Bid: 706, Strength: 4
Cards: 3T338, Bid: 612, Strength: 4
Cards: 3T353, Bid: 674, Strength: 4
Cards: 3Q4QQ, Bid: 549, Strength: 4
Cards: 3K2KK, Bid: 721, Strength: 4
Cards: 42555, Bid: 819, Strength: 4
Cards: 4333A, Bid: 492, Strength: 4
Cards: 43T33, Bid: 537, Strength: 4
Cards: 444Q2, Bid: 478, Strength: 4
Cards: 44QA4, Bid: 83, Strength: 4
Cards: 44A47, Bid: 830, Strength: 4
Cards: 49454, Bid: 518, Strength: 4
Cards: 4T666, Bid: 803, Strength: 4
Cards: 4TAAA, Bid: 796, Strength: 4
Cards: 4Q445, Bid: 139, Strength: 4
Cards: 54484, Bid: 108, Strength: 4
Cards: 54TTT, Bid: 804, Strength: 4
Cards: 555T8, Bid: 272, Strength: 4
Cards: 555A9, Bid: 497, Strength: 4
Cards: 55A5J, Bid: 845, Strength: 4
Cards: 5T553, Bid: 747, Strength: 4
Cards: 5J666, Bid: 106, Strength: 4
Cards: 5Q3QQ, Bid: 594, Strength: 4
Cards: 62225, Bid: 413, Strength: 4
Cards: 62866, Bid: 313, Strength: 4
Cards: 6466J, Bid: 587, Strength: 4
Cards: 65626, Bid: 795, Strength: 4
Cards: 666KJ, Bid: 18, Strength: 4
Cards: 6T668, Bid: 364, Strength: 4
Cards: 6J6Q6, Bid: 972, Strength: 4
Cards: 6J777, Bid: 259, Strength: 4
Cards: 6K626, Bid: 986, Strength: 4
Cards: 6K646, Bid: 607, Strength: 4
Cards: 6AJ66, Bid: 589, Strength: 4
Cards: 722T2, Bid: 704, Strength: 4
Cards: 74J77, Bid: 219, Strength: 4
Cards: 766J6, Bid: 271, Strength: 4
Cards: 7727T, Bid: 74, Strength: 4
Cards: 78882, Bid: 344, Strength: 4
Cards: 78KKK, Bid: 994, Strength: 4
Cards: 7T77K, Bid: 556, Strength: 4
Cards: 7KQQQ, Bid: 261, Strength: 4
Cards: 7KK9K, Bid: 170, Strength: 4
Cards: 7AJAA, Bid: 969, Strength: 4
Cards: 838T8, Bid: 692, Strength: 4
Cards: 85988, Bid: 968, Strength: 4
Cards: 8848K, Bid: 224, Strength: 4
Cards: 888J3, Bid: 264, Strength: 4
Cards: 88J28, Bid: 258, Strength: 4
Cards: 8988J, Bid: 187, Strength: 4
Cards: 8T88J, Bid: 386, Strength: 4
Cards: 8TT3T, Bid: 486, Strength: 4
Cards: 8K588, Bid: 942, Strength: 4
Cards: 933J3, Bid: 568, Strength: 4
Cards: 93996, Bid: 449, Strength: 4
Cards: 94969, Bid: 614, Strength: 4
Cards: 95299, Bid: 156, Strength: 4
Cards: 95399, Bid: 372, Strength: 4
Cards: 95455, Bid: 559, Strength: 4
Cards: 96A99, Bid: 864, Strength: 4
Cards: 97J99, Bid: 998, Strength: 4
Cards: 97QQQ, Bid: 691, Strength: 4
Cards: 99297, Bid: 75, Strength: 4
Cards: 99974, Bid: 951, Strength: 4
Cards: 999JT, Bid: 772, Strength: 4
Cards: 999AT, Bid: 777, Strength: 4
Cards: 99Q95, Bid: 4, Strength: 4
Cards: 99K29, Bid: 520, Strength: 4
Cards: 9T9K9, Bid: 204, Strength: 4
Cards: 9J929, Bid: 375, Strength: 4
Cards: 9QQQ2, Bid: 670, Strength: 4
Cards: T2225, Bid: 157, Strength: 4
Cards: T2242, Bid: 25, Strength: 4
Cards: T33J3, Bid: 166, Strength: 4
Cards: T3444, Bid: 148, Strength: 4
Cards: T3633, Bid: 561, Strength: 4
Cards: T3KKK, Bid: 742, Strength: 4
Cards: T42TT, Bid: 522, Strength: 4
Cards: T44A4, Bid: 439, Strength: 4
Cards: T6TT9, Bid: 528, Strength: 4
Cards: T8TT4, Bid: 615, Strength: 4
Cards: TT23T, Bid: 771, Strength: 4
Cards: TT3QT, Bid: 248, Strength: 4
Cards: TT9TK, Bid: 444, Strength: 4
Cards: TA5TT, Bid: 19, Strength: 4
Cards: J3444, Bid: 310, Strength: 4
Cards: J4464, Bid: 967, Strength: 4
Cards: J4494, Bid: 627, Strength: 4
Cards: J5556, Bid: 881, Strength: 4
Cards: J6QQQ, Bid: 27, Strength: 4
Cards: J9A99, Bid: 800, Strength: 4
Cards: J9AAA, Bid: 752, Strength: 4
Cards: JTT7T, Bid: 458, Strength: 4
Cards: JJJ28, Bid: 304, Strength: 4
Cards: JK222, Bid: 199, Strength: 4
Cards: JAKAA, Bid: 238, Strength: 4
Cards: Q3933, Bid: 12, Strength: 4
Cards: Q8898, Bid: 813, Strength: 4
Cards: QTQ6Q, Bid: 308, Strength: 4
Cards: QTQKQ, Bid: 191, Strength: 4
Cards: QQ47Q, Bid: 168, Strength: 4
Cards: QQ4Q5, Bid: 590, Strength: 4
Cards: QQ7Q5, Bid: 382, Strength: 4
Cards: QQ8JQ, Bid: 960, Strength: 4
Cards: QQQ52, Bid: 411, Strength: 4
Cards: QQQJT, Bid: 81, Strength: 4
Cards: QQKQA, Bid: 127, Strength: 4
Cards: QKQ2Q, Bid: 629, Strength: 4
Cards: QA3AA, Bid: 598, Strength: 4
Cards: QAAJA, Bid: 220, Strength: 4
Cards: K3KJK, Bid: 857, Strength: 4
Cards: K45KK, Bid: 373, Strength: 4
Cards: K55A5, Bid: 624, Strength: 4
Cards: K666T, Bid: 625, Strength: 4
Cards: K6JKK, Bid: 984, Strength: 4
Cards: K6K4K, Bid: 895, Strength: 4
Cards: K7677, Bid: 160, Strength: 4
Cards: K7775, Bid: 814, Strength: 4
Cards: K7K3K, Bid: 681, Strength: 4
Cards: K88Q8, Bid: 523, Strength: 4
Cards: K8KQK, Bid: 574, Strength: 4
Cards: K9J99, Bid: 184, Strength: 4
Cards: KJTKK, Bid: 252, Strength: 4
Cards: KKQKJ, Bid: 583, Strength: 4
Cards: KKK43, Bid: 429, Strength: 4
Cards: KKK6A, Bid: 605, Strength: 4
Cards: KKKQ9, Bid: 618, Strength: 4
Cards: KKA4K, Bid: 185, Strength: 4
Cards: KA9AA, Bid: 472, Strength: 4
Cards: KAQKK, Bid: 588, Strength: 4
Cards: KAKK7, Bid: 593, Strength: 4
Cards: A2A8A, Bid: 337, Strength: 4
Cards: A4449, Bid: 963, Strength: 4
Cards: A5AA9, Bid: 435, Strength: 4
Cards: A6A2A, Bid: 431, Strength: 4
Cards: A8AAT, Bid: 464, Strength: 4
Cards: A9959, Bid: 671, Strength: 4
Cards: A9A7A, Bid: 664, Strength: 4
Cards: ATA9A, Bid: 899, Strength: 4
Cards: AQ2AA, Bid: 628, Strength: 4
Cards: AQQQ2, Bid: 621, Strength: 4
Cards: AQAA5, Bid: 346, Strength: 4
Cards: AA2AK, Bid: 788, Strength: 4
Cards: AA6TA, Bid: 87, Strength: 4
Cards: AATAJ, Bid: 182, Strength: 4
Cards: AAQA6, Bid: 672, Strength: 4
Cards: AAK4A, Bid: 465, Strength: 4
Cards: AAAK6, Bid: 274, Strength: 4
Cards: 22233, Bid: 71, Strength: 5
Cards: 23233, Bid: 173, Strength: 5
Cards: 24442, Bid: 669, Strength: 5
Cards: 26262, Bid: 959, Strength: 5
Cards: 27722, Bid: 893, Strength: 5
Cards: 2J2J2, Bid: 592, Strength: 5
Cards: 2Q2QQ, Bid: 84, Strength: 5
Cards: 33434, Bid: 882, Strength: 5
Cards: 3TT3T, Bid: 440, Strength: 5
Cards: 3QQQ3, Bid: 118, Strength: 5
Cards: 3K3KK, Bid: 98, Strength: 5
Cards: 3A3A3, Bid: 115, Strength: 5
Cards: 43434, Bid: 7, Strength: 5
Cards: 44222, Bid: 714, Strength: 5
Cards: 44JJ4, Bid: 179, Strength: 5
Cards: 45455, Bid: 292, Strength: 5
Cards: 46664, Bid: 402, Strength: 5
Cards: 47477, Bid: 24, Strength: 5
Cards: 48484, Bid: 8, Strength: 5
Cards: 4KK44, Bid: 236, Strength: 5
Cards: 4AA4A, Bid: 534, Strength: 5
Cards: 53535, Bid: 481, Strength: 5
Cards: 55444, Bid: 265, Strength: 5
Cards: 55959, Bid: 149, Strength: 5
Cards: 56656, Bid: 867, Strength: 5
Cards: 58855, Bid: 746, Strength: 5
Cards: 5Q55Q, Bid: 744, Strength: 5
Cards: 66363, Bid: 903, Strength: 5
Cards: 66688, Bid: 943, Strength: 5
Cards: 66J6J, Bid: 202, Strength: 5
Cards: 66KK6, Bid: 939, Strength: 5
Cards: 67676, Bid: 838, Strength: 5
Cards: 76776, Bid: 501, Strength: 5
Cards: 77755, Bid: 316, Strength: 5
Cards: 7T77T, Bid: 600, Strength: 5
Cards: 7AAA7, Bid: 273, Strength: 5
Cards: 83838, Bid: 552, Strength: 5
Cards: 86868, Bid: 911, Strength: 5
Cards: 88333, Bid: 482, Strength: 5
Cards: 88778, Bid: 305, Strength: 5
Cards: 88J8J, Bid: 573, Strength: 5
Cards: 88JJJ, Bid: 323, Strength: 5
Cards: 8T8T8, Bid: 223, Strength: 5
Cards: 8Q8Q8, Bid: 196, Strength: 5
Cards: 94499, Bid: 493, Strength: 5
Cards: 95959, Bid: 604, Strength: 5
Cards: 96669, Bid: 251, Strength: 5
Cards: 96699, Bid: 296, Strength: 5
Cards: 97977, Bid: 341, Strength: 5
Cards: 99222, Bid: 874, Strength: 5
Cards: 99292, Bid: 381, Strength: 5
Cards: 99444, Bid: 41, Strength: 5
Cards: 99933, Bid: 122, Strength: 5
Cards: 99977, Bid: 374, Strength: 5
Cards: 99K9K, Bid: 511, Strength: 5
Cards: 9QQ99, Bid: 456, Strength: 5
Cards: 9KKK9, Bid: 639, Strength: 5
Cards: T2T22, Bid: 988, Strength: 5
Cards: T444T, Bid: 426, Strength: 5
Cards: T5T5T, Bid: 962, Strength: 5
Cards: T8T8T, Bid: 705, Strength: 5
Cards: TT2T2, Bid: 385, Strength: 5
Cards: TT555, Bid: 377, Strength: 5
Cards: TT9T9, Bid: 914, Strength: 5
Cards: TTJJT, Bid: 355, Strength: 5
Cards: TTQQQ, Bid: 990, Strength: 5
Cards: TQTTQ, Bid: 93, Strength: 5
Cards: TKTKK, Bid: 761, Strength: 5
Cards: J3J33, Bid: 153, Strength: 5
Cards: J3JJ3, Bid: 834, Strength: 5
Cards: J4J4J, Bid: 428, Strength: 5
Cards: J77J7, Bid: 827, Strength: 5
Cards: J9J99, Bid: 689, Strength: 5
Cards: J9JJ9, Bid: 447, Strength: 5
Cards: JJ77J, Bid: 300, Strength: 5
Cards: JJQQQ, Bid: 430, Strength: 5
Cards: JQJQJ, Bid: 147, Strength: 5
Cards: JKKKJ, Bid: 591, Strength: 5
Cards: JAJAA, Bid: 973, Strength: 5
Cards: Q44Q4, Bid: 22, Strength: 5
Cards: Q4Q4Q, Bid: 783, Strength: 5
Cards: QQ222, Bid: 383, Strength: 5
Cards: QQQ77, Bid: 321, Strength: 5
Cards: QKKQQ, Bid: 599, Strength: 5
Cards: QAAQQ, Bid: 526, Strength: 5
Cards: K6K6K, Bid: 703, Strength: 5
Cards: K8KK8, Bid: 964, Strength: 5
Cards: KQKKQ, Bid: 936, Strength: 5
Cards: KK222, Bid: 378, Strength: 5
Cards: KK2K2, Bid: 203, Strength: 5
Cards: KK55K, Bid: 733, Strength: 5
Cards: KK77K, Bid: 418, Strength: 5
Cards: KKTTT, Bid: 474, Strength: 5
Cards: A3AA3, Bid: 140, Strength: 5
Cards: A55A5, Bid: 279, Strength: 5
Cards: A6A66, Bid: 218, Strength: 5
Cards: AATAT, Bid: 933, Strength: 5
Cards: AAQQA, Bid: 471, Strength: 5
Cards: AAKKK, Bid: 636, Strength: 5
Cards: AAA22, Bid: 467, Strength: 5
Cards: AAA55, Bid: 327, Strength: 5
Cards: AAA66, Bid: 359, Strength: 5
Cards: AAAKK, Bid: 535, Strength: 5
Cards: 22225, Bid: 922, Strength: 6
Cards: 22227, Bid: 560, Strength: 6
Cards: 22282, Bid: 250, Strength: 6
Cards: 222J2, Bid: 129, Strength: 6
Cards: 222A2, Bid: 572, Strength: 6
Cards: 22322, Bid: 186, Strength: 6
Cards: 22422, Bid: 961, Strength: 6
Cards: 22T22, Bid: 104, Strength: 6
Cards: 26222, Bid: 918, Strength: 6
Cards: 2Q222, Bid: 540, Strength: 6
Cards: 2QQQQ, Bid: 9, Strength: 6
Cards: 32333, Bid: 861, Strength: 6
Cards: 33337, Bid: 391, Strength: 6
Cards: 3333J, Bid: 498, Strength: 6
Cards: 33T33, Bid: 232, Strength: 6
Cards: 33A33, Bid: 991, Strength: 6
Cards: 3TTTT, Bid: 59, Strength: 6
Cards: 3QQQQ, Bid: 818, Strength: 6
Cards: 3AAAA, Bid: 789, Strength: 6
Cards: 43333, Bid: 997, Strength: 6
Cards: 44443, Bid: 396, Strength: 6
Cards: 444K4, Bid: 542, Strength: 6
Cards: 44A44, Bid: 290, Strength: 6
Cards: 45444, Bid: 581, Strength: 6
Cards: 48444, Bid: 16, Strength: 6
Cards: 48888, Bid: 404, Strength: 6
Cards: 4TTTT, Bid: 776, Strength: 6
Cards: 4J444, Bid: 995, Strength: 6
Cards: 4Q444, Bid: 369, Strength: 6
Cards: 54555, Bid: 958, Strength: 6
Cards: 555J5, Bid: 576, Strength: 6
Cards: 55655, Bid: 329, Strength: 6
Cards: 55K55, Bid: 884, Strength: 6
Cards: 63333, Bid: 799, Strength: 6
Cards: 64444, Bid: 500, Strength: 6
Cards: 6666Q, Bid: 336, Strength: 6
Cards: 66686, Bid: 575, Strength: 6
Cards: 66A66, Bid: 699, Strength: 6
Cards: 67666, Bid: 158, Strength: 6
Cards: 69999, Bid: 88, Strength: 6
Cards: 6T666, Bid: 237, Strength: 6
Cards: 6J666, Bid: 662, Strength: 6
Cards: 6K666, Bid: 193, Strength: 6
Cards: 77577, Bid: 770, Strength: 6
Cards: 77747, Bid: 898, Strength: 6
Cards: 7777K, Bid: 263, Strength: 6
Cards: 777J7, Bid: 641, Strength: 6
Cards: 777A7, Bid: 301, Strength: 6
Cards: 77T77, Bid: 736, Strength: 6
Cards: 85888, Bid: 459, Strength: 6
Cards: 88688, Bid: 841, Strength: 6
Cards: 88878, Bid: 989, Strength: 6
Cards: 88882, Bid: 37, Strength: 6
Cards: 8888J, Bid: 793, Strength: 6
Cards: 888K8, Bid: 183, Strength: 6
Cards: 88Q88, Bid: 868, Strength: 6
Cards: 89888, Bid: 3, Strength: 6
Cards: 92222, Bid: 843, Strength: 6
Cards: 93333, Bid: 687, Strength: 6
Cards: 99599, Bid: 13, Strength: 6
Cards: 99929, Bid: 896, Strength: 6
Cards: 99998, Bid: 764, Strength: 6
Cards: 9K999, Bid: 80, Strength: 6
Cards: T6TTT, Bid: 5, Strength: 6
Cards: T7TTT, Bid: 54, Strength: 6
Cards: T8TTT, Bid: 178, Strength: 6
Cards: T9TTT, Bid: 262, Strength: 6
Cards: TTT2T, Bid: 854, Strength: 6
Cards: TTTJT, Bid: 76, Strength: 6
Cards: TTQTT, Bid: 451, Strength: 6
Cards: TQQQQ, Bid: 469, Strength: 6
Cards: TKTTT, Bid: 601, Strength: 6
Cards: TATTT, Bid: 282, Strength: 6
Cards: J9999, Bid: 49, Strength: 6
Cards: JJJ2J, Bid: 209, Strength: 6
Cards: JJJ8J, Bid: 644, Strength: 6
Cards: Q5555, Bid: 731, Strength: 6
Cards: Q5QQQ, Bid: 434, Strength: 6
Cards: Q7QQQ, Bid: 135, Strength: 6
Cards: Q9999, Bid: 243, Strength: 6
Cards: QJQQQ, Bid: 61, Strength: 6
Cards: QQ9QQ, Bid: 421, Strength: 6
Cards: K2222, Bid: 696, Strength: 6
Cards: KJKKK, Bid: 720, Strength: 6
Cards: KK8KK, Bid: 363, Strength: 6
Cards: KKKK4, Bid: 171, Strength: 6
Cards: KKKK5, Bid: 114, Strength: 6
Cards: KKKK7, Bid: 879, Strength: 6
Cards: KKKK9, Bid: 123, Strength: 6
Cards: KKKKT, Bid: 234, Strength: 6
Cards: KAKKK, Bid: 152, Strength: 6
Cards: A5AAA, Bid: 730, Strength: 6
Cards: A9999, Bid: 948, Strength: 6
Cards: AJAAA, Bid: 797, Strength: 6
Cards: AQQQQ, Bid: 580, Strength: 6
Cards: AQAAA, Bid: 132, Strength: 6
Cards: AA2AA, Bid: 709, Strength: 6
Cards: AA9AA, Bid: 953, Strength: 6
Cards: AATAA, Bid: 470, Strength: 6
Cards: AAAA8, Bid: 138, Strength: 6
Cards: JJJJJ, Bid: 928, Strength: 7
